"Site","Day","Month","Year","SurveyDate","Transect","Classcode","Amount","Distance","Latitude","Longitude","Depth_ft","Temp10m","Visibility"
"Judith Reserve San Miguel Island",13,9,2007,"13-Sep-07",6,"bat star",50,7,34.02328,-120.44,28,11,15
"La Jolla Cove",4,8,2007,"4-Aug-07",1,"bat star",0,30,32.85217,-117.27,41,18,5
"La Jolla Cove",4,8,2007,"4-Aug-07",2,"bat star",0,30,32.85217,-117.27,36,18,5
"La Jolla Cove",4,8,2007,"4-Aug-07",3,"bat star",0,30,32.85217,-117.27,32,18,3
"La Jolla Cove",4,8,2007,"4-Aug-07",4,"bat star",0,30,32.85217,-117.27,32.5,18,5
"La Jolla Cove",4,8,2007,"4-Aug-07",5,"bat star",0,30,32.85217,-117.27,32,18,8
"La Jolla Cove",4,8,2007,"4-Aug-07",6,"bat star",0,30,32.85217,-117.27,30.5,18,5
"Lechuza",12,10,2007,"12-Oct-07",1,"bat star",3,30,34.03404,-118.871,31,16,3
"Lechuza",12,10,2007,"12-Oct-07",2,"bat star",2,30,34.03404,-118.871,25.5,16,4
"Lechuza",12,10,2007,"12-Oct-07",3,"bat star",4,30,34.03404,-118.871,30,16,3
"Lechuza",12,10,2007,"12-Oct-07",4,"bat star",7,30,34.03404,-118.871,26.5,16,3
"Lechuza",12,10,2007,"12-Oct-07",5,"bat star",2,30,34.03404,-118.871,21.5,16,2
"Lechuza",12,10,2007,"12-Oct-07",6,"bat star",0,30,34.03404,-118.871,26,16,3
"Leo Carillo North",10,5,2007,"10-May-07",1,"bat star",10,30,34.04353,-118.945,25,12,4
"Leo Carillo North",10,5,2007,"10-May-07",2,"bat star",24,30,34.04353,-118.945,29,12,4
"Leo Carillo North",10,5,2007,"10-May-07",3,"bat star",1,30,34.04353,-118.945,17.5,12,4
"Leo Carillo North",10,5,2007,"10-May-07",4,"bat star",8,30,34.04353,-118.945,19,12,4
"Leo Carillo North",10,5,2007,"10-May-07",5,"bat star",0,30,34.04353,-118.945,15.5,12,4
"Leo Carillo North",10,5,2007,"10-May-07",6,"bat star",1,30,34.04353,-118.945,16.5,12,4
"Leo Carillo North",12,10,2007,"12-Oct-07",1,"bat star",6,30,34.04353,-118.945,27.5,16,3
"Leo Carillo North",12,10,2007,"12-Oct-07",2,"bat star",0,30,34.04353,-118.945,17,16,3
"Leo Carillo North",12,10,2007,"12-Oct-07",3,"bat star",16,30,34.04353,-118.945,25.5,16,3
"Leo Carillo North",12,10,2007,"12-Oct-07",4,"bat star",1,30,34.04353,-118.945,18,16,2
"Leo Carillo North",12,10,2007,"12-Oct-07",5,"bat star",2,30,34.04353,-118.945,20.5,16,3
"Leo Carillo North",12,10,2007,"12-Oct-07",6,"bat star",0,30,34.04353,-118.945,21,16,2
"Little Corona Del Mar",2,11,2007,"2-Nov-07",1,"bat star",0,30,33.5898,-117.869,25.5,17,4
"Little Corona Del Mar",2,11,2007,"2-Nov-07",2,"bat star",0,30,33.5898,-117.869,26,17,4
"Little Corona Del Mar",2,11,2007,"2-Nov-07",3,"bat star",0,30,33.5898,-117.869,26.5,17,4
"Little Corona Del Mar",2,11,2007,"2-Nov-07",4,"bat star",0,30,33.5898,-117.869,17,17,5
"Little Corona Del Mar",2,11,2007,"2-Nov-07",5,"bat star",0,30,33.5898,-117.869,20,17,5
"Little Corona Del Mar",2,11,2007,"2-Nov-07",6,"bat star",0,30,33.5898,-117.869,21.5,17,4
"Lovers Point",10,6,2007,"10-Jun-07",1,"bat star",50,7,36.62545,-121.912,43.5,10,4
"Lovers Point",10,6,2007,"10-Jun-07",2,"bat star",50,30,36.62545,-121.912,41.5,10,7
"Lovers Point",10,6,2007,"10-Jun-07",3,"bat star",50,8,36.62545,-121.912,44,10,0
"Lovers Point",10,6,2007,"10-Jun-07",4,"bat star",8,30,36.62545,-121.912,39.5,10,6
"Lovers Point",10,6,2007,"10-Jun-07",5,"bat star",50,10,36.62545,-121.912,38.5,10,6
"Lovers Point",10,6,2007,"10-Jun-07",6,"bat star",50,7,36.62545,-121.912,41.5,10,5
"Lovers Point",20,10,2007,"20-Oct-07",1,"bat star",13,30,36.62545,-121.912,34.5,NA,3
"Lovers Point",20,10,2007,"20-Oct-07",2,"bat star",14,30,36.62545,-121.912,NA,NA,0
"Lovers Point",20,10,2007,"20-Oct-07",3,"bat star",50,13,36.62545,-121.912,38.5,NA,1
"Lovers Point",20,10,2007,"20-Oct-07",4,"bat star",22,30,36.62545,-121.912,30,NA,3
"Lovers Point",20,10,2007,"20-Oct-07",5,"bat star",26,30,36.62545,-121.912,32,NA,3
"Lovers Point",20,10,2007,"20-Oct-07",6,"bat star",19,30,36.62545,-121.912,26,NA,3
"Lovers Point",27,7,2007,"27-Jul-07",1,"bat star",50,18,36.62545,-121.912,38,NA,8
"Lovers Point",27,7,2007,"27-Jul-07",2,"bat star",50,9,36.62545,-121.912,40.5,NA,8
"Lovers Point",27,7,2007,"27-Jul-07",3,"bat star",30,10,36.62545,-121.912,38.5,NA,8
"Lovers Point",27,7,2007,"27-Jul-07",4,"bat star",49,30,36.62545,-121.912,35.5,NA,6
"Lovers Point",27,7,2007,"27-Jul-07",5,"bat star",40,30,36.62545,-121.912,30,NA,6
"Lovers Point",27,7,2007,"27-Jul-07",6,"bat star",31,30,36.62545,-121.912,26,NA,6
"MacAbee",29,9,2007,"29-Sep-07",1,"bat star",50,23,36.6184,-121.898,36,13,5
"MacAbee",29,9,2007,"29-Sep-07",2,"bat star",11,30,36.6184,-121.898,31,13,5
"MacAbee",29,9,2007,"29-Sep-07",3,"bat star",50,19,36.6184,-121.898,35.5,13,5
"MacAbee",29,9,2007,"29-Sep-07",4,"bat star",39,30,36.6184,-121.898,33.5,13,5
"MacAbee",29,9,2007,"29-Sep-07",5,"bat star",42,30,36.6184,-121.898,29.5,13,3
"MacAbee",29,9,2007,"29-Sep-07",6,"bat star",21,30,36.6184,-121.898,24,13,4
"Malaga Cove",24,11,2007,"24-Nov-07",1,"bat star",0,30,33.80365,-118.398,19.5,NA,4
"Malaga Cove",24,11,2007,"24-Nov-07",2,"bat star",0,30,33.80365,-118.398,17,NA,4
"Malaga Cove",24,11,2007,"24-Nov-07",3,"bat star",0,30,33.80365,-118.398,18.5,NA,4
"Malaga Cove",24,11,2007,"24-Nov-07",4,"bat star",0,30,33.80365,-118.398,19.5,NA,3
"Malaga Cove",24,11,2007,"24-Nov-07",5,"bat star",0,30,33.80365,-118.398,18,NA,3
"Malaga Cove",24,11,2007,"24-Nov-07",6,"bat star",0,30,33.80365,-118.398,17.5,NA,4
"Malaga Cove",29,6,2007,"29-Jun-07",1,"bat star",1,30,33.80365,-118.398,18.5,14,4
"Malaga Cove",29,6,2007,"29-Jun-07",2,"bat star",0,30,33.80365,-118.398,15,14,5
"Malaga Cove",29,6,2007,"29-Jun-07",3,"bat star",0,30,33.80365,-118.398,15,14,3
"Malaga Cove",29,6,2007,"29-Jun-07",4,"bat star",0,30,33.80365,-118.398,11,14,3
"Malaga Cove",29,6,2007,"29-Jun-07",5,"bat star",0,30,33.80365,-118.398,15.5,14,3
"Malaga Cove",29,6,2007,"29-Jun-07",6,"bat star",0,30,33.80365,-118.398,12.5,14,4
"Mendocino Headlands",7,10,2007,"7-Oct-07",1,"bat star",1,30,39.30528,-123.811,53.5,10,4
"Mendocino Headlands",7,10,2007,"7-Oct-07",2,"bat star",27,4,39.30528,-123.811,45,10,7
"Mendocino Headlands",7,10,2007,"7-Oct-07",3,"bat star",57,30,39.30528,-123.811,28,10,6
"Mendocino Headlands",7,10,2007,"7-Oct-07",4,"bat star",2,30,39.30528,-123.811,46,10,6
"Mendocino Headlands",7,10,2007,"7-Oct-07",5,"bat star",0,30,39.30528,-123.811,35,10,5
"Mendocino Headlands",7,10,2007,"7-Oct-07",6,"bat star",11,30,39.30528,-123.811,48.5,10,4
"Mendocino Headlands",16,5,2007,"16-May-07",1,"bat star",1,30,39.30528,-123.811,52,NA,8
"Mendocino Headlands",16,5,2007,"16-May-07",2,"bat star",10,30,39.30528,-123.811,43,NA,0
"Mendocino Headlands",16,5,2007,"16-May-07",3,"bat star",27,30,39.30528,-123.811,22.5,NA,7
"Mendocino Headlands",16,5,2007,"16-May-07",4,"bat star",11,30,39.30528,-123.811,33,NA,0
"Mendocino Headlands",16,5,2007,"16-May-07",5,"bat star",35,30,39.30528,-123.811,36,NA,10
"Mendocino Headlands",16,5,2007,"16-May-07",6,"bat star",26,30,39.30528,-123.811,42,NA,7
"Middle Reef",22,9,2007,"22-Sep-07",1,"bat star",50,9,36.52248,-121.939,29,NA,5
"Middle Reef",22,9,2007,"22-Sep-07",2,"bat star",50,10,36.52248,-121.939,44.5,NA,0
"Middle Reef",22,9,2007,"22-Sep-07",3,"bat star",46,30,36.52248,-121.939,34.5,NA,5
"Middle Reef",22,9,2007,"22-Sep-07",4,"bat star",37,30,36.52248,-121.939,33.5,NA,0
"Middle Reef",22,9,2007,"22-Sep-07",5,"bat star",50,27,36.52248,-121.939,24.5,NA,5
"Middle Reef",22,9,2007,"22-Sep-07",6,"bat star",39,30,36.52248,-121.939,29,NA,5
"Naples Reef",12,11,2007,"12-Nov-07",1,"bat star",53,2,34.42185,-119.952,48.5,14,5
"Naples Reef",12,11,2007,"12-Nov-07",2,"bat star",50,5,34.42185,-119.952,49.5,14,5
"Naples Reef",12,11,2007,"12-Nov-07",3,"bat star",67,10,34.42185,-119.952,43.5,14,5
"Naples Reef",12,11,2007,"12-Nov-07",4,"bat star",50,17,34.42185,-119.952,25,14,4
"Naples Reef",12,11,2007,"12-Nov-07",5,"bat star",50,4,34.42185,-119.952,26.5,14,4
"Naples Reef",12,11,2007,"12-Nov-07",6,"bat star",50,10,34.42185,-119.952,25.5,14,4
"North Hill Street",30,9,2007,"30-Sep-07",1,"bat star",0,30,32.72862,-117.265,32,12,4
"North Hill Street",30,9,2007,"30-Sep-07",2,"bat star",0,30,32.72862,-117.265,36.5,12,5
"North Hill Street",30,9,2007,"30-Sep-07",3,"bat star",0,30,32.72862,-117.265,35.5,12,5
"North Hill Street",30,9,2007,"30-Sep-07",4,"bat star",0,30,32.72862,-117.265,31.5,12,4
"North Hill Street",30,9,2007,"30-Sep-07",5,"bat star",0,30,32.72862,-117.265,33,12,3
"North Hill Street",30,9,2007,"30-Sep-07",6,"bat star",0,30,32.72862,-117.265,32.5,12,3
"Ocean Cove",14,10,2007,"14-Oct-07",1,"bat star",64,17,38.55512,-123.306,31,NA,3
"Ocean Cove",14,10,2007,"14-Oct-07",2,"bat star",50,25,38.55512,-123.306,11,NA,3
"Ocean Cove",14,10,2007,"14-Oct-07",3,"bat star",2,30,38.55512,-123.306,12,NA,3
"Ocean Cove",14,10,2007,"14-Oct-07",4,"bat star",9,30,38.55512,-123.306,8.5,NA,3
"Ocean Cove",14,10,2007,"14-Oct-07",5,"bat star",8,30,38.55512,-123.306,7.5,NA,3
"Ocean Cove",14,10,2007,"14-Oct-07",6,"bat star",32,30,38.55512,-123.306,13,NA,3
"Otter Cove",16,10,2007,"16-Oct-07",1,"bat star",50,10,36.63493,-121.92,33,NA,5
"Otter Cove",16,10,2007,"16-Oct-07",2,"bat star",51,8,36.63493,-121.92,33,NA,5
"Otter Cove",16,10,2007,"16-Oct-07",3,"bat star",50,11,36.63493,-121.92,35,NA,5
"Otter Cove",16,10,2007,"16-Oct-07",4,"bat star",39,30,36.63493,-121.92,26,NA,5
"Otter Cove",16,10,2007,"16-Oct-07",5,"bat star",41,30,36.63493,-121.92,24,NA,5
"Otter Cove",16,10,2007,"16-Oct-07",6,"bat star",25,15,36.63493,-121.92,23,NA,5
"Pelican Anchorage",15,4,2007,"15-Apr-07",1,"bat star",2,30,34.03565,-119.702,25,12,4
"Pelican Anchorage",15,4,2007,"15-Apr-07",2,"bat star",24,30,34.03565,-119.702,36,12,4
"Pelican Anchorage",15,4,2007,"15-Apr-07",3,"bat star",15,30,34.03565,-119.702,31.5,12,4
"Pelican Anchorage",15,4,2007,"15-Apr-07",4,"bat star",6,30,34.03565,-119.702,24,12,4
"Pelican Anchorage",15,4,2007,"15-Apr-07",5,"bat star",0,30,34.03565,-119.702,21.5,12,4
"Pelican Anchorage",15,4,2007,"15-Apr-07",6,"bat star",11,30,34.03565,-119.702,29,12,4
"Pescadero",22,8,2007,"22-Aug-07",1,"bat star",31,30,36.5623,-121.96,NA,12,15
"Pescadero",22,8,2007,"22-Aug-07",2,"bat star",50,24,36.5623,-121.96,55,12,10
"Pescadero",22,8,2007,"22-Aug-07",3,"bat star",52,30,36.5623,-121.96,62,12,5
"Pescadero",22,8,2007,"22-Aug-07",4,"bat star",5,30,36.5623,-121.96,33.5,12,15
"Pescadero",22,8,2007,"22-Aug-07",5,"bat star",50,21,36.5623,-121.96,40,12,10
"Pescadero",22,8,2007,"22-Aug-07",6,"bat star",NA,NA,36.5623,-121.96,36.5,12,10
"Portuguese Beach",7,10,2007,"7-Oct-07",1,"bat star",1,30,39.30323,-123.803,29,NA,4
"Portuguese Beach",7,10,2007,"7-Oct-07",2,"bat star",0,30,39.30323,-123.803,24.5,NA,3
"Portuguese Beach",7,10,2007,"7-Oct-07",3,"bat star",2,30,39.30323,-123.803,32,NA,3
"Portuguese Beach",7,10,2007,"7-Oct-07",4,"bat star",25,30,39.30323,-123.803,18,NA,3
"Portuguese Beach",7,10,2007,"7-Oct-07",5,"bat star",0,30,39.30323,-123.803,18.5,NA,4
"Portuguese Beach",7,10,2007,"7-Oct-07",6,"bat star",0,30,39.30323,-123.803,15.5,NA,3
"Refugio State Beach",30,9,2007,"30-Sep-07",1,"bat star",2,30,34.46106,-120.067,21,NA,3
"Refugio State Beach",30,9,2007,"30-Sep-07",2,"bat star",2,30,34.46106,-120.067,22.5,NA,4
"Refugio State Beach",30,9,2007,"30-Sep-07",3,"bat star",6,30,34.46106,-120.067,20,NA,4
"Refugio State Beach",30,9,2007,"30-Sep-07",4,"bat star",1,30,34.46106,-120.067,14.5,NA,3
"Refugio State Beach",30,9,2007,"30-Sep-07",5,"bat star",0,30,34.46106,-120.067,14.5,NA,3
"Refugio State Beach",30,9,2007,"30-Sep-07",6,"bat star",0,30,34.46106,-120.067,15.5,NA,4
"Seal Rock North Crescent Bay",21,7,2007,"21-Jul-07",1,"bat star",4,30,33.54555,-117.804,23.5,19,6
"Seal Rock North Crescent Bay",21,7,2007,"21-Jul-07",2,"bat star",0,30,33.54555,-117.804,23,19,6
"Seal Rock North Crescent Bay",21,7,2007,"21-Jul-07",3,"bat star",1,30,33.54555,-117.804,20,19,6
"Seal Rock North Crescent Bay",21,7,2007,"21-Jul-07",4,"bat star",0,30,33.54555,-117.804,18.5,19,6
"Seal Rock North Crescent Bay",21,7,2007,"21-Jul-07",5,"bat star",0,30,33.54555,-117.804,10.5,19,5
"Seal Rock North Crescent Bay",21,7,2007,"21-Jul-07",6,"bat star",0,30,33.54555,-117.804,17.5,19,5
"Ship Rock",20,11,2007,"20-Nov-07",1,"bat star",0,30,33.46283,-118.492,57.5,13,20
"Ship Rock",20,11,2007,"20-Nov-07",2,"bat star",0,30,33.46283,-118.492,49,13,14
"Ship Rock",20,11,2007,"20-Nov-07",3,"bat star",0,30,33.46283,-118.492,56,13,15
"Ship Rock",20,11,2007,"20-Nov-07",4,"bat star",0,30,33.46283,-118.492,35.5,13,16
"Ship Rock",20,11,2007,"20-Nov-07",5,"bat star",0,30,33.46283,-118.492,28.5,13,17
"Ship Rock",20,11,2007,"20-Nov-07",6,"bat star",0,30,33.46283,-118.492,30,13,12
"South Monastery",27,9,2007,"27-Sep-07",1,"bat star",50,28,36.5253,-121.932,51.5,NA,9
"South Monastery",27,9,2007,"27-Sep-07",2,"bat star",41,30,36.5253,-121.932,58,NA,4
"South Monastery",27,9,2007,"27-Sep-07",3,"bat star",50,6,36.5253,-121.932,60,NA,4
"South Monastery",27,9,2007,"27-Sep-07",4,"bat star",50,20,36.5253,-121.932,31,NA,6
"South Monastery",27,9,2007,"27-Sep-07",5,"bat star",27,30,36.5253,-121.932,36,NA,6
"South Monastery",27,9,2007,"27-Sep-07",6,"bat star",30,30,36.5253,-121.932,31,NA,4
"Stillwater Cove Monterey",27,9,2007,"27-Sep-07",1,"bat star",50,22,36.5602,-121.946,50,13,9
"Stillwater Cove Monterey",27,9,2007,"27-Sep-07",2,"bat star",16,30,36.5602,-121.946,56,13,8
"Stillwater Cove Monterey",27,9,2007,"27-Sep-07",3,"bat star",43,30,36.5602,-121.946,45,13,5
"Stillwater Cove Monterey",27,9,2007,"27-Sep-07",4,"bat star",50,18,36.5602,-121.946,34.5,13,6
"Stillwater Cove Monterey",27,9,2007,"27-Sep-07",5,"bat star",50,25,36.5602,-121.946,39.5,13,5
"Stillwater Cove Monterey",27,9,2007,"27-Sep-07",6,"bat star",50,16,36.5602,-121.946,35,13,5
"Stillwater Cove Sonoma",14,10,2007,"14-Oct-07",1,"bat star",50,10,38.5403,-123.289,18,12,0
"Stillwater Cove Sonoma",14,10,2007,"14-Oct-07",2,"bat star",50,13,38.5403,-123.289,20,12,3
"Stillwater Cove Sonoma",14,10,2007,"14-Oct-07",3,"bat star",58,26,38.5403,-123.289,28.5,12,0
"Stillwater Cove Sonoma",14,10,2007,"14-Oct-07",4,"bat star",15,19,38.5403,-123.289,16.5,12,5
"Stillwater Cove Sonoma",14,10,2007,"14-Oct-07",5,"bat star",50,14,38.5403,-123.289,27.5,12,3
"Stillwater Cove Sonoma",14,10,2007,"14-Oct-07",6,"bat star",51,9,38.5403,-123.289,23,12,0
"Stornetta",12,9,2007,"12-Sep-07",1,"bat star",0,30,38.93724,-123.732,36.5,10,10
"Stornetta",12,9,2007,"12-Sep-07",2,"bat star",0,30,38.93724,-123.732,NA,10,10
"Stornetta",12,9,2007,"12-Sep-07",3,"bat star",0,30,38.93724,-123.732,31.5,10,10
"Stornetta",12,9,2007,"12-Sep-07",4,"bat star",0,30,38.93724,-123.732,12,10,7
"Stornetta",12,9,2007,"12-Sep-07",5,"bat star",0,30,38.93724,-123.732,14,10,10
"Stornetta",12,9,2007,"12-Sep-07",6,"bat star",4,30,38.93724,-123.732,14,10,10
"Tyler Bight",11,9,2007,"11-Sep-07",1,"bat star",50,21,34.02737,-120.414,34,12,9
"Tyler Bight",11,9,2007,"11-Sep-07",2,"bat star",50,15,34.02737,-120.414,34,12,10
"Tyler Bight",11,9,2007,"11-Sep-07",3,"bat star",50,14,34.02737,-120.414,30.5,12,7
"Tyler Bight",11,9,2007,"11-Sep-07",4,"bat star",50,10,34.02737,-120.414,34.5,12,13
"Tyler Bight",11,9,2007,"11-Sep-07",5,"bat star",50,9,34.02737,-120.414,28.5,12,8
"Tyler Bight",11,9,2007,"11-Sep-07",6,"bat star",50,18,34.02737,-120.414,31.5,12,7
"Van Damme",6,10,2007,"6-Oct-07",1,"bat star",2,30,39.27192,-123.796,32,10,3
"Van Damme",6,10,2007,"6-Oct-07",2,"bat star",0,30,39.27192,-123.796,36.5,10,3
"Van Damme",6,10,2007,"6-Oct-07",3,"bat star",0,30,39.27192,-123.796,36.5,10,3
"Van Damme",6,10,2007,"6-Oct-07",4,"bat star",30,30,39.27192,-123.796,20,10,3
"Van Damme",6,10,2007,"6-Oct-07",5,"bat star",27,30,39.27192,-123.796,22.5,10,4
"Van Damme",6,10,2007,"6-Oct-07",6,"bat star",14,30,39.27192,-123.796,20.5,10,3
"Van Damme",16,5,2007,"16-May-07",1,"bat star",1,30,39.27192,-123.796,36.5,NA,4
"Van Damme",16,5,2007,"16-May-07",2,"bat star",3,30,39.27192,-123.796,32.5,NA,8
"Van Damme",16,5,2007,"16-May-07",3,"bat star",0,30,39.27192,-123.796,35.5,NA,7
"Van Damme",16,5,2007,"16-May-07",4,"bat star",22,30,39.27192,-123.796,22,NA,6
"Van Damme",16,5,2007,"16-May-07",5,"bat star",5,30,39.27192,-123.796,32.5,NA,7
"Van Damme",16,5,2007,"16-May-07",6,"bat star",50,24,39.27192,-123.796,17,NA,7
"WIES Intake Pipes",19,11,2007,"19-Nov-07",1,"bat star",0,30,33.447,-118.485,50.5,13,15
"WIES Intake Pipes",19,11,2007,"19-Nov-07",2,"bat star",0,30,33.447,-118.485,44,13,12
"WIES Intake Pipes",19,11,2007,"19-Nov-07",3,"bat star",0,30,33.447,-118.485,41.5,13,9
"WIES Intake Pipes",19,11,2007,"19-Nov-07",4,"bat star",0,30,33.447,-118.485,32.5,13,12
"WIES Intake Pipes",19,11,2007,"19-Nov-07",5,"bat star",0,30,33.447,-118.485,13.5,13,8
"WIES Intake Pipes",19,11,2007,"19-Nov-07",6,"bat star",0,30,33.447,-118.485,25.5,13,8
"Weston",22,9,2007,"22-Sep-07",1,"bat star",50,17,36.5112,-121.946,46,NA,8
"Weston",22,9,2007,"22-Sep-07",2,"bat star",40,30,36.5112,-121.946,47.5,NA,7
"Weston",22,9,2007,"22-Sep-07",3,"bat star",45,30,36.5112,-121.946,40,NA,6
"Weston",22,9,2007,"22-Sep-07",4,"bat star",10,30,36.5112,-121.946,31.5,NA,15
"Weston",22,9,2007,"22-Sep-07",5,"bat star",19,30,36.5112,-121.946,42,NA,10
"Weston",22,9,2007,"22-Sep-07",6,"bat star",53,30,36.5112,-121.946,29.5,NA,7
"120 Reef",30,8,2008,"30-Aug-08",1,"bat star",11,30,33.73792,-118.392,29.5,17,3
"120 Reef",30,8,2008,"30-Aug-08",2,"bat star",5,30,33.73792,-118.392,25,17,3
"120 Reef",30,8,2008,"30-Aug-08",3,"bat star",11,30,33.73792,-118.392,20,17,4
"120 Reef",30,8,2008,"30-Aug-08",4,"bat star",17,30,33.73792,-118.392,29,17,4
"120 Reef",30,8,2008,"30-Aug-08",5,"bat star",2,30,33.73792,-118.392,25,17,4
"120 Reef",30,8,2008,"30-Aug-08",6,"bat star",2,30,33.73792,-118.392,19.5,17,3
"Abalone Cove",9,8,2008,"9-Aug-08",1,"bat star",29,30,33.73615,-118.376,36,12,3
"Abalone Cove",9,8,2008,"9-Aug-08",2,"bat star",9,30,33.73615,-118.376,39,12,3
"Abalone Cove",9,8,2008,"9-Aug-08",3,"bat star",10,30,33.73615,-118.376,40,12,3
"Abalone Cove",9,8,2008,"9-Aug-08",4,"bat star",20,30,33.73615,-118.376,32,12,3
"Abalone Cove",9,8,2008,"9-Aug-08",5,"bat star",5,30,33.73615,-118.376,39.5,12,3
"Abalone Cove",9,8,2008,"9-Aug-08",6,"bat star",20,30,33.73615,-118.376,35,12,3
"Aquarium",4,10,2008,"4-Oct-08",1,"bat star",50,13,36.61923,-121.899,41,NA,6
"Aquarium",4,10,2008,"4-Oct-08",2,"bat star",50,15,36.61923,-121.899,45,NA,6
"Aquarium",4,10,2008,"4-Oct-08",3,"bat star",50,7,36.61923,-121.899,36.5,NA,6
"Aquarium",4,10,2008,"4-Oct-08",4,"bat star",52,27,36.61923,-121.899,28,NA,6
"Aquarium",4,10,2008,"4-Oct-08",5,"bat star",50,20,36.61923,-121.899,29.5,NA,6
"Aquarium",4,10,2008,"4-Oct-08",6,"bat star",50,24,36.61923,-121.899,39,NA,6
"Aquarium",17,5,2008,"17-May-08",1,"bat star",50,10,36.61923,-121.899,43,9,5
"Aquarium",17,5,2008,"17-May-08",2,"bat star",50,6,36.61923,-121.899,44.5,9,3
"Aquarium",17,5,2008,"17-May-08",3,"bat star",50,5,36.61923,-121.899,47,9,6
"Aquarium",17,5,2008,"17-May-08",4,"bat star",50,12,36.61923,-121.899,30.5,9,5
"Aquarium",17,5,2008,"17-May-08",5,"bat star",50,12,36.61923,-121.899,34.5,9,5
"Aquarium",17,5,2008,"17-May-08",6,"bat star",46,30,36.61923,-121.899,31.5,9,3
"Big Creek",16,8,2008,"16-Aug-08",1,"bat star",16,30,36.06918,-121.601,55,11,4.5
"Big Creek",16,8,2008,"16-Aug-08",2,"bat star",43,30,36.06918,-121.601,60,11,4
"Big Creek",16,8,2008,"16-Aug-08",3,"bat star",50,17,36.06918,-121.601,60,11,4
"Big Creek",16,8,2008,"16-Aug-08",4,"bat star",21,30,36.06918,-121.601,28.5,11,4
"Big Creek",16,8,2008,"16-Aug-08",5,"bat star",45,24,36.06918,-121.601,29,11,4
"Big Creek",16,8,2008,"16-Aug-08",6,"bat star",47,30,36.06918,-121.601,35,11,4
"Breakwater",5,9,2008,"5-Sep-08",1,"bat star",50,23,36.61045,-121.894,15.5,14,3
"Breakwater",5,9,2008,"5-Sep-08",2,"bat star",50,28,36.61045,-121.894,14.5,14,3
"Breakwater",5,9,2008,"5-Sep-08",3,"bat star",50,6,36.61045,-121.894,29.5,14,5
"Breakwater",5,9,2008,"5-Sep-08",4,"bat star",50,17,36.61045,-121.894,25,14,3
"Breakwater",5,9,2008,"5-Sep-08",5,"bat star",29,30,36.61045,-121.894,16,14,4
"Breakwater",5,9,2008,"5-Sep-08",6,"bat star",50,22,36.61045,-121.894,29.5,14,6
"Breakwater",24,4,2008,"24-Apr-08",1,"bat star",50,7,36.61045,-121.894,21,12,3
"Breakwater",24,4,2008,"24-Apr-08",2,"bat star",50,11,36.61045,-121.894,26.5,12,3
"Breakwater",24,4,2008,"24-Apr-08",3,"bat star",62,7,36.61045,-121.894,19,12,3
"Breakwater",24,4,2008,"24-Apr-08",4,"bat star",50,17,36.61045,-121.894,15,12,3
"Breakwater",24,4,2008,"24-Apr-08",5,"bat star",50,12,36.61045,-121.894,19.5,12,3
"Breakwater",24,4,2008,"24-Apr-08",6,"bat star",59,7,36.61045,-121.894,18.5,12,3
"Broomtail Reef",18,6,2008,"18-Jun-08",1,"bat star",0,30,32.69423,-117.268,39.5,13,6.5
"Broomtail Reef",18,6,2008,"18-Jun-08",2,"bat star",0,30,32.69423,-117.268,40.5,13,6.5
"Broomtail Reef",18,6,2008,"18-Jun-08",3,"bat star",0,30,32.69423,-117.268,44.5,13,6.5
"Broomtail Reef",18,6,2008,"18-Jun-08",4,"bat star",0,30,32.69423,-117.268,38.5,13,6.5
"Broomtail Reef",18,6,2008,"18-Jun-08",5,"bat star",0,30,32.69423,-117.268,36.5,13,6.5
"Broomtail Reef",18,6,2008,"18-Jun-08",6,"bat star",0,30,32.69423,-117.268,40.5,13,6.5
"Broomtail Reef",18,10,2008,"18-Oct-08",1,"bat star",0,30,32.69423,-117.268,33,16,6
"Broomtail Reef",18,10,2008,"18-Oct-08",2,"bat star",0,30,32.69423,-117.268,36.5,16,4.5
"Broomtail Reef",18,10,2008,"18-Oct-08",3,"bat star",0,30,32.69423,-117.268,38,16,4.5
"Broomtail Reef",18,10,2008,"18-Oct-08",4,"bat star",0,30,32.69423,-117.268,31.5,16,4.5
"Broomtail Reef",18,10,2008,"18-Oct-08",5,"bat star",0,30,32.69423,-117.268,28.5,16,4.5
"Broomtail Reef",18,10,2008,"18-Oct-08",6,"bat star",0,30,32.69423,-117.268,41,16,7.5
"Carmel River",26,6,2008,"26-Jun-08",1,"bat star",50,20,36.53908,-121.935,50,8,8
"Carmel River",26,6,2008,"26-Jun-08",2,"bat star",50,20,36.53908,-121.935,49.5,8,8
"Carmel River",26,6,2008,"26-Jun-08",3,"bat star",50,19,36.53908,-121.935,53,8,10
"Carmel River",26,6,2008,"26-Jun-08",4,"bat star",50,28,36.53908,-121.935,40,8,8
"Carmel River",26,6,2008,"26-Jun-08",5,"bat star",50,23,36.53908,-121.935,43,8,10
"Carmel River",26,6,2008,"26-Jun-08",6,"bat star",43,14,36.53908,-121.935,37.5,8,10
"Casino Point",1,11,2008,"1-Nov-08",1,"bat star",0,30,33.34917,-118.325,39,18,11.5
"Casino Point",1,11,2008,"1-Nov-08",2,"bat star",0,30,33.34917,-118.325,40.5,18,10
"Casino Point",1,11,2008,"1-Nov-08",3,"bat star",0,30,33.34917,-118.325,45,18,16
